title,description,url,publishedAt,content
"For The First Day of Prime Day, Amazon Destroys the Price of Apple AirTags to a Record Low",AirTags have emerged as one of the best-sellers in the Electronics category today.,https://gizmodo.com/for-the-first-day-of-prime-day-amazon-destroys-the-price-of-apple-airtags-to-a-record-low-2000508795,2024-10-08T11:10:31Z,"As the first day of Prime Day 2024 is here, Apple AirTags are as one of the most popular items with Amazon offering massive discount on these tracking devices. What’s great is that these deals are av… [+3064 chars]"
"Walmart Is Selling a $17,000 House That Looks Like an iPhone","You can now find multiple listings for prefabricated homes on Walmart for under $16,000, but you also need to remember that home ownership will never be cheap.",https://gizmodo.com/walmart-is-selling-a-17000-house-that-looks-like-an-iphone-2000512971,2024-10-17T15:41:06Z,"If the tiny home obsession wasnt already enough, Walmart now sells prefab homes on its website for $15,900 or less. The promise is four walls and a bathroom you can set up with two friends and a few … [+3185 chars]"
Latest Apple Card Promo Offers 6% Daily Cash Back at Walgreens and Duane Reade,"Apple today shared a new Apple Card promotion that offers ‌Apple Card‌ users six percent Daily Cash back on purchases made at drugstores Walgreens and Duane Reade. 





The bonus is available on up to $500 in purchases when using ‌Apple Card‌ with Apple Pay,…",https://www.macrumors.com/2024/10/15/apple-card-promo-walgreens-duane-reade/,2024-10-15T16:47:17Z,"Apple today shared a new Apple Card promotion that offers ‌Apple Card‌ users six percent Daily Cash back on purchases made at drugstores Walgreens and Duane Reade. 
The bonus is available on up to $… [+441 chars]"
Apple Stops Signing iOS 18.0,"Apple today stopped signing iOS 18.0, preventing iPhone users who have upgraded to iOS 18.0.1 from downgrading to iOS 18. Apple released iOS 18.0.1 a week ago on October 3.





It is not unusual for Apple to stop signing older versions of iOS within a week o…",https://www.macrumors.com/2024/10/10/apple-stops-signing-ios-18-0/,2024-10-10T19:10:59Z,"Apple today stopped signing iOS 18.0, preventing iPhone users who have upgraded to iOS 18.0.1 from downgrading to iOS 18. Apple released iOS 18.0.1 a week ago on October 3.
It is not unusual for App… [+840 chars]"
"Amazon Extends Prime Day, MacBook Air M2 Hits All-Time Low Price This Saturday",This MacBook Air costs half as much as a MacBook Pro.,https://gizmodo.com/amazon-extends-prime-day-macbook-air-m2-hits-all-time-low-price-this-saturday-2000511482,2024-10-12T14:38:04Z,Amazon has unleashed an extraordinary post Prime Day deal on the 13-inch MacBook Air M2 slashing the price to an unprecedented $749 for the 256GB model down from its regular price of $999. This $250 … [+2546 chars]
Apple Seeds Sixth Developer Beta of macOS Sequoia 15.1,"Apple today provided developers with the sixth beta of an upcoming macOS Sequoia 15.1 beta, with the new update coming two weeks after Apple released the fifth beta.





Registered developers can opt-in to the ‌macOS Sequoia‌ beta through the Software Update…",https://www.macrumors.com/2024/10/07/apple-seeds-macos-sequoia-15-1-beta-6/,2024-10-07T17:07:24Z,"Apple today provided developers with the sixth beta of an upcoming macOS Sequoia 15.1 beta, with the new update coming two weeks after Apple released the fifth beta.
Registered developers can opt-in… [+595 chars]"
Amazon Unveils Major Price Cuts on The Latest MacBook Pro: Apple Hates Discounts but Can’t Do Anything About It,Luxury tech more accessible than ever.,https://gizmodo.com/amazon-unveils-major-price-cuts-on-the-latest-macbook-pro-apple-hates-discounts-but-cant-do-anything-about-it-2000506650,2024-10-03T12:10:25Z,"Amazon has-once again-surprised Apple fans with an incredible deal on the latest MacBook Pro models, just days before the highly anticipated Prime Day event. The e-commerce giant has slashed prices o… [+2493 chars]"
"At 45% Off on Amazon, The New Beats Solo 4 Are The Best Renewed Products of Prime Day",This Beats headphone was released about 6 months ago and is already available at a 45% discount in refurbished condition.,https://gizmodo.com/at-45-off-on-amazon-the-new-beats-solo-4-are-the-best-renewed-products-of-prime-day-2000507352,2024-10-04T15:10:25Z,Amazon’s pre-Prime Day is offering an exceptional deal on refurbished Beats Solo 4 headphones and makes high-quality audio accessible at a fraction of the original price. These popular on-ear headpho… [+2004 chars]
"On Prime Day, This Popular iPad is 10x Cheaper Than a Good MacBook Pro",You can therefore buy 10 iPads for the price of one MacBook Pro.,https://gizmodo.com/on-prime-day-this-popular-ipad-is-10x-cheaper-than-a-good-macbook-pro-2000508749,2024-10-08T11:40:00Z,"Amazon is kicking off its Prime Day event today with a bang, offering a fantastic deal on the 9th generation iPad. Originally priced at $329, the Apple tablet has seen its price slashed to an astonis… [+2266 chars]"
Apple Celebrating 'Mindful Month' With October 10 Apple Watch Activity Challenge,"Apple will hold a new ""Mindful Month"" Apple Watch Activity Challenge that is set to take place on October 10. It is meant to bring awareness to caring for mental health.





Let's bring awareness to all the ways we can take care of our mental health. On Octo…",https://www.macrumors.com/2024/10/01/apple-mindful-month-activity-challenge/,2024-10-01T21:02:39Z,"Apple will hold a new ""Mindful Month"" Apple Watch Activity Challenge that is set to take place on October 10. It is meant to bring awareness to caring for mental health.
Let's bring awareness to all… [+432 chars]"
Apple Releases New macOS Sequoia 15.1 Public Beta With Apple Intelligence,"Apple today released a new macOS Sequoia 15.1 public beta, allowing non-developers to test the software ahead of its October 28 launch. The latest beta comes a day after Apple provided the seventh beta to developers. 





Public beta testers who have signed …",https://www.macrumors.com/2024/10/16/apple-releases-new-macos-sequoia-public-beta/,2024-10-16T17:56:41Z,"Apple today released a new macOS Sequoia 15.1 public beta, allowing non-developers to test the software ahead of its October 28 launch. The latest beta comes a day after Apple provided the seventh be… [+1729 chars]"
Apple Unveils New iPad Mini with A17 Pro Chip and Apple Intelligence,"Apple today announced a significant update to the iPad mini, featuring the powerful A17 Pro chip and support for the company's new Apple Intelligence system. The refreshed tablet maintains its compact 8.3-inch design while offering substantial performance imp…",https://www.macrumors.com/2024/10/15/apple-unveils-new-ipad-mini-apple-intelligence/,2024-10-15T13:07:20Z,"Apple today announced a significant upgrade to the iPad mini, now featuring an A17 Pro chip and support for the company's new Apple Intelligence system. The refreshed seventh-generation tablet mainta… [+1336 chars]"
Waiting for a New Apple TV? Here's What the Latest Rumors Say,"The current Apple TV was released two years ago this month, so you may be wondering when the next model will be released.





Below, we recap rumors about a next-generation Apple TV.



In January 2023, Bloomberg's Mark Gurman reported that a new Apple TV wa…",https://www.macrumors.com/2024/10/08/apple-tv-rumor-recap/,2024-10-08T15:57:10Z,"The current Apple TV was released two years ago this month, so you may be wondering when the next model will be released.
Below, we recap rumors about a next-generation Apple TV.
In January 2023, B… [+2137 chars]"
"AirPods Pro 2, AirPods Max, Beats: Apple Offers Up to 45% Off on Headphones and Earbuds for Prime Day",Amazon is unleashed a wave of incredible discounts on Apple’s audio devices.,https://gizmodo.com/airpods-pro-2-airpods-max-beats-apple-offers-up-to-45-off-on-headphones-and-earbuds-for-prime-day-2000507394,2024-10-04T13:35:09Z,"As we gear up for Prime Day weekend, Amazon already rolled out a plethora of deals on a wide range of products including Apples audio devices. With the official Prime Big Deal Days set for October 8-… [+2287 chars]"
"Half the Price of the Apple Watch, This Samsung Galaxy Watch is 46% Off for Prime Day",One of the best smartwatches available for Android users.,https://gizmodo.com/half-the-price-of-the-apple-watch-this-samsung-galaxy-watch-is-46-off-for-prime-day-2000508134,2024-10-07T13:50:07Z,"The Samsung Galaxy Watch 6 44mm smartwatch sees a remarkable discount that makes it an attractive option for anyone in the market for a smartwatch. Originally priced at $329, this high-quality device… [+2307 chars]"
Forget the Apple Watch: the Garmin Fenix 7X on Prime Day Sale is Your Best Sports Ally,Garmin is the benchmark among GPS watches.,https://gizmodo.com/forget-the-apple-watch-the-garmin-fenix-7x-on-prime-day-sale-is-your-best-sports-ally-2000508225,2024-10-07T14:32:29Z,Great news for fitness enthusiasts: Two of Garmin’s top-tier GPS smartwatches are currently available at incredible discounts for Prime Day. The Garmin Fenix 7 and Fenix 7X Solar are widely regarded … [+2808 chars]
Amazon Didn’t Sell Out of AirPods Pro 2 During Prime Day; Huge Promotion This Weekend,AirPods Pro 2 at Mid-Range Headphone Prices.,https://gizmodo.com/amazon-didnt-sell-out-of-airpods-pro-2-during-prime-day-huge-promotion-this-weekend-2000511438,2024-10-12T12:46:52Z,"Amazon did not sell out of all the AirPods Pro 2 during Prime Day; instead, it is running a massive promotion this weekend. The popular wireless earbuds, originally priced at $24, are now available f… [+2782 chars]"
iFixit Shares Apple Watch Series 10 Teardown,"Repair site iFixit today disassembled the 46mm Apple Watch Series 10, giving us a look at the components inside Apple's thinnest Apple Watch to date.






Apple used an enclosed case for the Series 10, a move that allowed for a the thinner design without im…",https://www.macrumors.com/2024/10/07/ifixit-shares-apple-watch-series-10-teardown/,2024-10-07T21:49:42Z,"Repair site iFixit today disassembled the 46mm Apple Watch Series 10, giving us a look at the components inside Apple's thinnest Apple Watch to date.
Apple used an enclosed case for the Series 10, a… [+816 chars]"
Amazon Takes Up to $64 Off Apple Watch Ultra 2 and Series 10 in New Sales,"Amazon this week is discounting a collection of Apple Watch models, including the new Series 10 and Black Ultra 2 devices.



Apple Watch Series 10

Note: MacRumors is an affiliate partner with Amazon. When you click a link and make a purchase, we may receive…",https://www.macrumors.com/2024/10/16/apple-watch-ultra-2-series-10-sales/,2024-10-16T14:45:05Z,"Amazon this week is discounting a collection of Apple Watch models, including the new Series 10 and Black Ultra 2 devices.
Apple Watch Series 10
Note: MacRumors is an affiliate partner with Amazon.… [+1162 chars]"
The Best Apple Watch Series 9 Cases in 2024,Need protection for your Apple Watch Series 9? Here are the best Apple Watch cases to choose from for both the 41mm and 45mm versions.,https://www.cnet.com/tech/mobile/best-apple-watch-series-9-cases/,2024-10-02T20:25:00Z,"Budget
Before anything else, you'll want to figure out how much you're willing to spend on a Watch Series 9 case. Value-priced cases continue to improve, so you can find a decent case for less than … [+967 chars]"
These Prime Day Apple Deals Won't Last Forever: Get Them While You Can,"Day two of October Prime Day brings savings on Apple products galore including $150 off iPad Pro, $30 off Apple Watch Ultra, $80 off AirPods Pro and More",https://www.cnet.com/deals/best-prime-day-apple-deals-2024-10-09/,2024-10-09T08:38:00Z,"Apple/Zooey Liao/CNET
Amazon's October Prime Day sale is in full swing, which means that right now is one of the best times of the year to score big savings on tech, including rarely on-sale Apple p… [+5174 chars]"
Apple Seeds Seventh Developer Betas of iOS 18.1 and iPadOS 18.1 With Apple Intelligence,"Apple today provided developers with the seventh betas of iOS 18.1 and iPadOS 18.1 to continue testing Apple Intelligence features. The seventh betas come a week after Apple seeded the sixth iOS 18.1 and iPadOS 18.1 betas.





The updates can be downloaded f…",https://www.macrumors.com/2024/10/14/apple-seeds-seventh-developer-beta-ios-18-1/,2024-10-14T17:10:14Z,Apple today provided developers with the seventh betas of iOS 18.1 and iPadOS 18.1 to continue testing Apple Intelligence features. The seventh betas come a week after Apple seeded the sixth iOS 18.1… [+1476 chars]
Apple Watch Series 10 vs. Apple Watch Ultra 2 Buyer's Guide: Which Should You Choose?,"The Apple Watch Series 10 arrived a year after the Apple Watch Ultra 2, introducing a revamped design and a more advanced display. Apple did not launch an Apple Watch Ultra 3 this year, leaving last year's ‌Apple Watch Ultra 2‌ as the latest version, so how d…",https://www.macrumors.com/guide/apple-watch-series-10-vs-ultra-2/,2024-10-14T12:42:22Z,"The Apple Watch Series 10 arrived a year after the Apple Watch Ultra 2, introducing a revamped design and a more advanced display. Apple did not launch an Apple Watch Ultra 3 this year, leaving last … [+9197 chars]"
Apple Shares Trailer for 'Submerged' Immersive Vision Pro Short Film,"Apple today shared a trailer for Submerged, its first scripted film designed for the Apple Immersive Video experience on the Vision Pro headset.






Announced back in July, Submerged is a short film that's set in World War II, and it follows a group of sai…",https://www.macrumors.com/2024/10/07/vision-pro-submerged-trailer/,2024-10-07T16:23:10Z,"Apple today shared a trailer for Submerged, its first scripted film designed for the Apple Immersive Video experience on the Vision Pro headset.
Announced back in July, Submerged is a short film tha… [+864 chars]"
Apple Seeds Fourth Beta of watchOS 11.1 to Developers,"Apple today seeded the fourth beta of an upcoming watchOS 11.1 update to developers for testing purposes. The fourth beta comes a week after Apple released the third watchOS 11.1 beta.





To install the ‌‌watchOS 11‌.1 update, developers need to open the Ap…",https://www.macrumors.com/2024/10/07/apple-seeds-watchos-11-1-beta-4/,2024-10-07T17:01:00Z,"Apple today seeded the fourth beta of an upcoming watchOS 11.1 update to developers for testing purposes. The fourth beta comes a week after Apple released the third watchOS 11.1 beta.
To install th… [+676 chars]"
"Four New Games Coming to Apple Arcade, Including Wheel of Fortune","Apple today in an emailed press release announced four new games coming to Apple Arcade on November 7, including Wheel of Fortune Daily, which is based on the iconic TV show. The other three games coming next month include Drive Ahead! Carcade, Arkanoid vs Sp…",https://www.macrumors.com/2024/10/08/apple-arcade-november-2024-games/,2024-10-08T17:16:45Z,"Apple today in an emailed press release announced four new games coming to Apple Arcade on November 7, including Wheel of Fortune Daily, which is based on the iconic TV show. The other three games co… [+848 chars]"
Apple Seeds Third Beta of watchOS 11.1 to Developers,"Apple today seeded the third beta of an upcoming watchOS 11.1 update to developers for testing purposes. The third beta comes a week after Apple released the second watchOS 11.1 beta.





To install the ‌‌watchOS 11‌.1 update, developers need to open the App…",https://www.macrumors.com/2024/10/01/apple-seeds-watchos-11-beta-3-to-developers-2/,2024-10-01T17:11:24Z,"Apple today seeded the third beta of an upcoming watchOS 11.1 update to developers for testing purposes. The third beta comes a week after Apple released the second watchOS 11.1 beta.
To install the… [+675 chars]"
Apple Releases watchOS 11.0.1 With Fix for Battery Drain and Touchscreen Issues,"Apple today released watchOS 11.0.1, a minor update for the watchOS 11 operating system that came out in September. watchOS 11.0.1 comes three weeks after Apple released watchOS 11.





‌‌watchOS 11‌‌ can be downloaded for free on an iPhone running iOS 18 by…",https://www.macrumors.com/2024/10/03/apple-releases-watchos-11-0-1/,2024-10-03T21:32:05Z,"Apple today released watchOS 11.0.1, a minor update for the watchOS 11 operating system that came out in September. watchOS 11.0.1 comes three weeks after Apple released watchOS 11.
‌watchOS 11‌ can… [+1243 chars]"
Apple Has No Plans For a Smart Ring,"Though smart rings with health capabilities have been growing in popularity, Apple has no plans to join the smart ring market, according to Bloomberg's Mark Gurman. While Apple explored the idea, there is no active development of a ring going on at this time,…",https://www.macrumors.com/2024/10/10/apple-smart-ring-no-plans/,2024-10-10T22:13:36Z,"Though smart rings with health capabilities have been growing in popularity, Apple has no plans to join the smart ring market, according to Bloomberg's Mark Gurman. While Apple explored the idea, the… [+2393 chars]"
NBA 2K25 Now Available on Apple Arcade,"NBA 2K25 Arcade Edition is now available through Apple Arcade on the iPhone, iPad, Mac, and Apple TV, and the latest version of the game offers many new features.





Here's what's new in NBA 2K25 Arcade Edition, according to its App Store description:



• …",https://www.macrumors.com/2024/10/04/nba-2k25-apple-arcade/,2024-10-04T19:37:33Z,"NBA 2K25 Arcade Edition is now available through Apple Arcade on the iPhone, iPad, Mac, and Apple TV, and the latest version of the game offers many new features.
Here's what's new in NBA 2K25 Arcad… [+1136 chars]"
